Site,Year,Sample_ID,Diatoms,Greens,Cyanos,Treatment,Total
Lost,2021,P21,1.58,1.13,0.62,Zn+Co,3.33
Lost,2021,P22,2,0.44,0.77,Zn+Co,3.21
Lost,2021,P23,0.82,2.11,0.51,Zn+Co,3.44
Lost,2021,P24,1.67,0.28,0.55,Zn+Co,2.5
Lost,2021,P25,2.14,1.39,0.84,Zn+Co,4.37
Lost,2021,P26,1.96,0.34,0.65,Fe,2.95
Lost,2021,P27,2.69,0.34,1.13,Fe,4.16
Lost,2021,P28,2.4,1.29,1.04,Fe,4.73
Lost,2021,P29,1.81,0.57,0.7,Fe,3.08
Lost,2021,P30,1.5,0.57,0.71,Fe,2.78
Lost,2021,P31,1.61,1.33,0.77,P+Fe,3.71
Lost,2021,P32,1.96,1,0.75,P+Fe,3.71
Lost,2021,P33,1.98,0.45,0.72,P+Fe,3.15
Lost,2021,P34,1.26,1.34,0.69,P+Fe,3.29
Lost,2021,P35,2.71,0.83,1.07,P+Fe,4.61
Lost,2021,P36,1.86,0.28,0.9,N+P+Fe,3.04
Lost,2021,P37,1.57,2.4,1.42,N+P+Fe,5.39
Lost,2021,P38,1.78,0,0.85,N+P+Fe,2.63
Lost,2021,P39,2.39,0,1.08,N+P+Fe,3.47
Lost,2021,P40,1.94,1.23,1.3,N+P+Fe,4.47
Lost,2021,P41,1.53,2.29,1.29,N+Fe+Zn,5.11
Lost,2021,P42,1.98,0.04,0.99,N+Fe+Zn,3.01
Lost,2021,P43,2.06,2.08,1.88,N+Fe+Zn,6.02
Lost,2021,P44,0.75,2.79,1.08,N+Fe+Zn,4.62
Lost,2021,P45,2.72,1.86,1.71,N+Fe+Zn,6.29
Lost,2021,P46,1.49,0.27,0.53,P+Fe+Mo,2.29
Lost,2021,P47,1.84,2.42,1.04,P+Fe+Mo,5.3
Lost,2021,P48,2.25,0.49,0.83,P+Fe+Mo,3.57
Lost,2021,P49,1.5,1.9,0.73,P+Fe+Mo,4.13
Lost,2021,P50,1.93,0,0.74,P+Fe+Mo,2.67
Lost,2021,P51,2.03,0.88,0.79,P+Fe+Ni,3.7
Lost,2021,P52,1.64,0.28,0.54,P+Fe+Ni,2.46
Lost,2021,P53,2.13,1.41,0.8,P+Fe+Ni,4.34
Lost,2021,P54,1.99,0.4,0.55,P+Fe+Ni,2.94
Lost,2021,P55,2.31,1.37,0.91,P+Fe+Ni,4.59
McQueen,2021,MM01,0.48,0,0.16,Control,0.64
McQueen,2021,MM02,0.82,0,0.28,Control,1.1
McQueen,2021,MM03,0.58,0,0.21,Control,0.79
McQueen,2021,MM04,1.62,0,0.62,Control,2.24
McQueen,2021,MM05,0.96,0,0.42,Control,1.38
McQueen,2021,MM06,1.11,0,0.42,N,1.53
McQueen,2021,MM07,0.8,0,0.24,N,1.04
McQueen,2021,MM08,1.34,0,0.45,N,1.79
McQueen,2021,MM09,0.85,0,0.3,N,1.15
McQueen,2021,MM10,0.38,0,0.12,N,0.5
McQueen,2021,MM11,1.13,0,0.3,P,1.43
McQueen,2021,MM12,0.59,0.02,0.15,P,0.76
McQueen,2021,MM13,1.08,0,0.39,P,1.47
McQueen,2021,MM14,1.97,0,0.56,P,2.53
McQueen,2021,MM15,1.26,0,0.42,P,1.68
McQueen,2021,MM16,1.63,0,0.55,N+P,2.18
McQueen,2021,MM17,0.96,0,0.27,N+P,1.23
McQueen,2021,MM18,1.76,0,0.56,N+P,2.32
McQueen,2021,MM19,1.17,0,0.4,N+P,1.57
McQueen,2021,MM20,0.65,0,0.19,N+P,0.84
McQueen,2021,MM21,1.46,0,0.51,Zn+Co,1.97
McQueen,2021,MM22,0.95,0,0.21,Zn+Co,1.16
McQueen,2021,MM23,0.41,0,0.14,Zn+Co,0.55
McQueen,2021,MM24,0.94,0,0.36,Zn+Co,1.3
McQueen,2021,MM25,1.05,0,0.47,Zn+Co,1.52
McQueen,2021,MM26,1.38,0,0.47,Fe,1.85
McQueen,2021,MM27,0.85,0,0.24,Fe,1.09
McQueen,2021,MM28,0.97,0,0.24,Fe,1.21
McQueen,2021,MM29,1.02,0,0.44,Fe,1.46
McQueen,2021,MM30,1.05,0,0.36,Fe,1.41
McQueen,2021,MM31,0.93,0,0.19,P+Fe,1.12
McQueen,2021,MM32,1.53,0,0.62,P+Fe,2.15
McQueen,2021,MM33,1.83,0,0.56,P+Fe,2.39
McQueen,2021,MM34,0.46,0,0.14,P+Fe,0.6
McQueen,2021,MM35,1.06,0,0.37,P+Fe,1.43
McQueen,2021,MM36,0.4,0,0.18,N+P+Fe,0.58
McQueen,2021,MM37,1.05,0,0.39,N+P+Fe,1.44
McQueen,2021,MM38,0.34,0,0.09,N+P+Fe,0.43
McQueen,2021,MM39,0.88,0.04,0.32,N+P+Fe,1.24
McQueen,2021,MM40,1.57,0,0.53,N+P+Fe,2.1
McQueen,2021,MM41,1.34,0,0.46,N+Fe+Zn,1.8
McQueen,2021,MM42,1.05,0.05,0.43,N+Fe+Zn,1.53
McQueen,2021,MM43,0.57,0,0.34,N+Fe+Zn,0.91
McQueen,2021,MM44,1.66,0,0.66,N+Fe+Zn,2.32
McQueen,2021,MM45,0.44,0,0.18,N+Fe+Zn,0.62
McQueen,2021,MM46,2.11,0,0.62,P+Fe+Mo,2.73
McQueen,2021,MM47,0.99,0,0.48,P+Fe+Mo,1.47
McQueen,2021,MM48,1.2,0,0.48,P+Fe+Mo,1.68
McQueen,2021,MM49,0.41,0,0.16,P+Fe+Mo,0.57
McQueen,2021,MM50,0.29,0,0.17,P+Fe+Mo,0.46
McQueen,2021,MM51,1.19,0,0.43,P+Fe+Ni,1.62
McQueen,2021,MM52,1.79,0,0.58,P+Fe+Ni,2.37
McQueen,2021,MM53,1.16,0,0.52,P+Fe+Ni,1.68
McQueen,2021,MM54,1.23,0,0.48,P+Fe+Ni,1.71
McQueen,2021,MM55,0.39,0,0.16,P+Fe+Ni,0.55
Mountain,2021,O01,0.87,1.26,0.68,Control,2.81
Mountain,2021,O02,0.79,0.84,0.63,Control,2.26
Mountain,2021,O03,0.73,0.21,0.58,Control,1.52
Mountain,2021,O04,0.7,0.83,0.66,Control,2.19
Mountain,2021,O05,0.79,0.02,0.46,Control,1.27
Mountain,2021,O06,1.06,0.8,0.81,N,2.67
Mountain,2021,O07,1.48,0.42,0.99,N,2.89
Mountain,2021,O08,0.69,0.77,0.75,N,2.21
Mountain,2021,O09,1.07,0.71,0.77,N,2.55
Mountain,2021,O10,1.48,0.57,0.98,N,3.03
Mountain,2021,O11,0.79,0.65,0.59,P,2.03
Mountain,2021,O12,1.41,0,1.4,P,2.81
Mountain,2021,O13,1.66,0.57,0.72,P,2.95
Mountain,2021,O14,1,0.84,0.83,P,2.67
Mountain,2021,O15,1.04,0.4,0.67,P,2.11
Mountain,2021,O16,1.42,1.15,0.86,N+P,3.43
Mountain,2021,O17,2.11,3.15,1.48,N+P,6.74
Mountain,2021,O18,0.52,0,0.76,N+P,1.28
Mountain,2021,O19,1.41,0.79,1.17,N+P,3.37
Mountain,2021,O20,1.4,0.05,0.96,N+P,2.41
Mountain,2021,O21,1.04,2.04,0.9,Zn+Co,3.98
Mountain,2021,O22,1.14,2.27,1.12,Zn+Co,4.53
Mountain,2021,O23,1.41,2.38,1.07,Zn+Co,4.86
Mountain,2021,O24,0.8,1.33,0.82,Zn+Co,2.95
Mountain,2021,O25,1,0.02,0.71,Zn+Co,1.73
Mountain,2021,O27,0.62,0,0.71,Fe,1.33
Mountain,2021,O28,NA,NA,NA,Fe,NA
Mountain,2021,O29,1.12,2.5,0.84,Fe,4.46
Mountain,2021,O30,1.24,2.14,0.97,Fe,4.35
Mountain,2021,O31,1.49,1.12,1.02,P+Fe,3.63
Mountain,2021,O32,0.69,0.48,0.76,P+Fe,1.93
Mountain,2021,O33,0.98,1.18,0.85,P+Fe,3.01
Mountain,2021,O34,1.05,0.39,0.59,P+Fe,2.03
Mountain,2021,O35,0.9,0,0.67,P+Fe,1.57
Mountain,2021,O36,1.34,2.26,1.06,N+P+Fe,4.66
Mountain,2021,O37,1.34,0,0.72,N+P+Fe,2.06
Mountain,2021,O38,1.15,0.18,0.71,N+P+Fe,2.04
Mountain,2021,O39,1.03,0,1.06,N+P+Fe,2.09
Mountain,2021,O40,1.35,0,0.94,N+P+Fe,2.29
Mountain,2021,O42,1.03,0,0.59,N+Fe+Zn,1.62
Mountain,2021,O43,1.55,0,1.23,N+Fe+Zn,2.78
Mountain,2021,O44,2.21,0.15,1.73,N+Fe+Zn,4.09
Mountain,2021,O45,1.38,0.09,0.93,N+Fe+Zn,2.4
Mountain,2021,O46,0.47,0.15,0.43,P+Fe+Mo,1.05
Mountain,2021,O48,1.46,3.55,1.17,P+Fe+Mo,6.18
Mountain,2021,O49,1.79,0,1.17,P+Fe+Mo,2.96
Mountain,2021,O50,0.56,0.19,0.54,P+Fe+Mo,1.29
Mountain,2021,O51,0.72,0.32,0.46,P+Fe+Ni,1.5
Mountain,2021,O52,0.77,0,0.69,P+Fe+Ni,1.46
Mountain,2021,O53,0.63,0,0.8,P+Fe+Ni,1.43
Mountain,2021,O54,1.51,2.01,1.04,P+Fe+Ni,4.56
Mountain,2021,O55,1.07,0,0.73,P+Fe+Ni,1.8
Pilgrim,2021,BB01,2.27,0,0.42,Control,2.69
Pilgrim,2021,BB02,1.9,0,0.36,Control,2.26
Pilgrim,2021,BB03,0.81,0.07,0.22,Control,1.1
Pilgrim,2021,BB04,0.63,0.1,0.23,Control,0.96
Pilgrim,2021,BB05,1.28,0.11,0.27,Control,1.66
Pilgrim,2021,BB06,0.82,0.27,0.64,N,1.73
Pilgrim,2021,BB07,0.71,0.72,0.7,N,2.13
Pilgrim,2021,BB08,2.16,0.44,0.55,N,3.15
Pilgrim,2021,BB09,1.05,0.05,0.51,N,1.61
Pilgrim,2021,BB10,2.07,0,0.83,N,2.9
Pilgrim,2021,BB11,1.2,0.15,0.26,P,1.61
Pilgrim,2021,BB12,1.46,0,0.26,P,1.72
Pilgrim,2021,BB13,0.95,0,0.22,P,1.17
Pilgrim,2021,BB14,2.08,0,0.41,P,2.49
Pilgrim,2021,BB15,1.74,0.06,0.4,P,2.2
Pilgrim,2021,BB16,1.09,1.16,0.7,N+P,2.95
Pilgrim,2021,BB17,1.23,0.5,1.11,N+P,2.84
Pilgrim,2021,BB18,2.15,0.05,1.11,N+P,3.31
Pilgrim,2021,BB19,1.7,0.19,0.92,N+P,2.81
Pilgrim,2021,BB20,2.03,0.6,1.77,N+P,4.4
Pilgrim,2021,BB21,1.53,0,0.39,Zn+Co,1.92
Pilgrim,2021,BB22,1.63,0.19,0.46,Zn+Co,2.28
Pilgrim,2021,BB23,0.85,0.14,0.31,Zn+Co,1.3
Pilgrim,2021,BB24,1.92,0.15,0.38,Zn+Co,2.45
Pilgrim,2021,BB25,0.6,0.02,0.17,Zn+Co,0.79
Pilgrim,2021,BB26,1.52,0.17,0.51,Fe,2.2
Pilgrim,2021,BB27,1.58,0,0.44,Fe,2.02
Pilgrim,2021,BB28,1.32,0.1,0.49,Fe,1.91
Pilgrim,2021,BB29,1.08,0,0.42,Fe,1.5
Pilgrim,2021,BB30,1.53,0,0.5,Fe,2.03
Pilgrim,2021,BB31,1.89,0,0.78,P+Fe,2.67
Pilgrim,2021,BB32,1.51,0.02,0.41,P+Fe,1.94
Pilgrim,2021,BB33,1.6,0,0.48,P+Fe,2.08
Pilgrim,2021,BB34,0.86,0.06,0.27,P+Fe,1.19
Pilgrim,2021,BB35,1.02,0.1,0.34,P+Fe,1.46
Pilgrim,2021,BB36,1.72,0.86,1.12,N+P+Fe,3.7
Pilgrim,2021,BB37,1.63,0.52,1.02,N+P+Fe,3.17
Pilgrim,2021,BB38,0.96,0.56,0.86,N+P+Fe,2.38
Pilgrim,2021,BB39,1.11,0.31,0.72,N+P+Fe,2.14
Pilgrim,2021,BB40,1.57,0.47,1.31,N+P+Fe,3.35
Pilgrim,2021,BB41,1.61,0.51,1.03,N+Fe+Zn,3.15
Pilgrim,2021,BB42,1.11,0.24,1,N+Fe+Zn,2.35
Pilgrim,2021,BB43,1.19,0.92,0.91,N+Fe+Zn,3.02
Pilgrim,2021,BB44,1.18,0.5,0.98,N+Fe+Zn,2.66
Pilgrim,2021,BB45,1.59,0,0.83,N+Fe+Zn,2.42
Pilgrim,2021,BB46,1.21,0,0.29,P+Fe+Mo,1.5
Pilgrim,2021,BB47,1.22,0.23,0.38,P+Fe+Mo,1.83
Pilgrim,2021,BB48,0.52,0.16,0.15,P+Fe+Mo,0.83
Pilgrim,2021,BB49,0.85,0.25,0.35,P+Fe+Mo,1.45
Pilgrim,2021,BB50,1.38,0,0.48,P+Fe+Mo,1.86
Pilgrim,2021,BB51,1.81,0.06,0.57,P+Fe+Ni,2.44
Pilgrim,2021,BB52,1.24,0.31,0.72,P+Fe+Ni,2.27
Pilgrim,2021,BB53,0.84,0.21,0.39,P+Fe+Ni,1.44
Pilgrim,2021,BB54,0.64,0.06,0.21,P+Fe+Ni,0.91
Pilgrim,2021,BB55,1.27,0,0.56,P+Fe+Ni,1.83
Pine,2021,N01,0.44,0,0.32,Control,0.76
Pine,2021,N02,0.47,0,0.39,Control,0.86
Pine,2021,N03,0.44,0,0.36,Control,0.8
Pine,2021,N04,0.43,0,0.3,Control,0.73
Pine,2021,N05,0.41,0,0.3,Control,0.71
Pine,2021,N06,0.66,0,0.6,N,1.26
Pine,2021,N07,0.77,0,0.71,N,1.48
Pine,2021,N08,0.4,0,0.36,N,0.76
Pine,2021,N09,0.48,0,0.39,N,0.87
Pine,2021,N10,0.63,0,0.63,N,1.26
Pine,2021,N11,0.49,0,0.33,P,0.82
Pine,2021,N12,0.46,0,0.34,P,0.8
Pine,2021,N13,0.46,0,0.3,P,0.76
Pine,2021,N14,0.24,0,0.21,P,0.45
Pine,2021,N15,0.41,0,0.34,P,0.75
Pine,2021,N16,0.43,0,0.34,N+P,0.77
Pine,2021,N17,0.495,0,0.405,N+P,0.9
Pine,2021,N47,0.495,0,0.405,P+Fe+Mo,0.9
Pine,2021,N18,0.5,0,0.36,N+P,0.86
Pine,2021,N19,0.63,0,0.56,N+P,1.19
Pine,2021,N20,0.76,0,0.7,N+P,1.46
Pine,2021,N21,0.44,0,0.34,Zn+Co,0.78
Pine,2021,N22,0.39,0,0.29,Zn+Co,0.68
Pine,2021,N23,0.33,0,0.2,Zn+Co,0.53
Pine,2021,N24,0.57,0,0.27,Zn+Co,0.84
Pine,2021,N25,0.35,0,0.26,Zn+Co,0.61
Pine,2021,N26,0.45,0,0.35,Fe,0.8
Pine,2021,N27,0.47,0,0.36,Fe,0.83
Pine,2021,N28,0.35,0,0.32,Fe,0.67
Pine,2021,N29,0.43,0,0.33,Fe,0.76
Pine,2021,N30,0.44,0,0.32,Fe,0.76
Pine,2021,N31,0.43,0,0.35,P+Fe,0.78
Pine,2021,N32,0.46,0,0.3,P+Fe,0.76
Pine,2021,N33,0.66,0,0.43,P+Fe,1.09
Pine,2021,N34,0.47,0,0.31,P+Fe,0.78
Pine,2021,N35,0.44,0,0.3,P+Fe,0.74
Pine,2021,N36,0.44,0,0.47,N+P+Fe,0.91
Pine,2021,N37,0.63,0,0.61,N+P+Fe,1.24
Pine,2021,N38,0.47,0,0.3,N+P+Fe,0.77
Pine,2021,N39,0.54,0,0.42,N+P+Fe,0.96
Pine,2021,N40,0.51,0,0.46,N+P+Fe,0.97
Pine,2021,N41,0.45,0,0.39,N+Fe+Zn,0.84
Pine,2021,N42,0.44,0,0.32,N+Fe+Zn,0.76
Pine,2021,N43,0.41,0,0.39,N+Fe+Zn,0.8
Pine,2021,N44,0.57,0,0.43,N+Fe+Zn,1
Pine,2021,N45,0.29,0,0.23,N+Fe+Zn,0.52
Pine,2021,N46,0.54,0,0.35,P+Fe+Mo,0.89
Pine,2021,N48,0.46,0,0.35,P+Fe+Mo,0.81
Pine,2021,N49,0.56,0,0.4,P+Fe+Mo,0.96
Pine,2021,N50,0.46,0,0.31,P+Fe+Mo,0.77
Pine,2021,N51,0.44,0,0.25,P+Fe+Ni,0.69
Pine,2021,N52,0.5,0,0.35,P+Fe+Ni,0.85
Pine,2021,N53,0.44,0,0.21,P+Fe+Ni,0.65
Pine,2021,N54,0.33,0,0.16,P+Fe+Ni,0.49
Pine,2021,N55,0.47,0,0.33,P+Fe+Ni,0.8
Salmon Trout,2021,U01,1.76,0,0.52,Control,2.28
Salmon Trout,2021,U02,1.84,0,0.65,Control,2.49
Salmon Trout,2021,U03,1.93,0,0.51,Control,2.44
Salmon Trout,2021,U04,1.69,0,0.46,Control,2.15
Salmon Trout,2021,U05,1.81,0,0.52,Control,2.33
Salmon Trout,2021,U06,2.12,0,0.61,N,2.73
Salmon Trout,2021,U07,2.17,0,0.7,N,2.87
Salmon Trout,2021,U08,1.77,0,0.49,N,2.26
Salmon Trout,2021,U09,1.59,0,0.58,N,2.17
Salmon Trout,2021,U10,1.94,0,0.64,N,2.58
Salmon Trout,2021,U11,1.69,0,0.49,P,2.18
Salmon Trout,2021,U12,1.81,0,0.59,P,2.4
Salmon Trout,2021,U13,2,0,0.57,P,2.57
Salmon Trout,2021,U14,1.78,0,0.32,P,2.1
Salmon Trout,2021,U15,1.89,0,0.58,P,2.47
Salmon Trout,2021,U16,1.56,0,0.67,N+P,2.23
Salmon Trout,2021,U17,1.6,0,0.66,N+P,2.26
Salmon Trout,2021,U18,1.83,0,0.44,N+P,2.27
Salmon Trout,2021,U19,1.85,0,0.72,N+P,2.57
Salmon Trout,2021,U20,1.51,0,0.56,N+P,2.07
Salmon Trout,2021,U21,1.94,0,0.54,Zn+Co,2.48
Salmon Trout,2021,U22,2.14,0,0.6,Zn+Co,2.74
Salmon Trout,2021,U23,1.58,0,0.59,Zn+Co,2.17
Salmon Trout,2021,U24,1.79,0.11,0.37,Zn+Co,2.27
Salmon Trout,2021,U25,1.87,0,0.5,Zn+Co,2.37
Salmon Trout,2021,U26,1.91,0,0.56,Fe,2.47
Salmon Trout,2021,U27,2.07,0,0.56,Fe,2.63
Salmon Trout,2021,U28,2.02,0,0.65,Fe,2.67
Salmon Trout,2021,U29,2.02,0,0.5,Fe,2.52
Salmon Trout,2021,U30,1.65,0,0.44,Fe,2.09
Salmon Trout,2021,U31,1.85,0,0.6,P+Fe,2.45
Salmon Trout,2021,U32,2.31,0,0.54,P+Fe,2.85
Salmon Trout,2021,U33,1.67,0,0.56,P+Fe,2.23
Salmon Trout,2021,U34,2.07,0,0.62,P+Fe,2.69
Salmon Trout,2021,U35,1.62,0,0.39,P+Fe,2.01
Salmon Trout,2021,U36,1.75,0,0.55,N+P+Fe,2.3
Salmon Trout,2021,U37,1.35,0,0.42,N+P+Fe,1.77
Salmon Trout,2021,U38,1.91,0,0.54,N+P+Fe,2.45
Salmon Trout,2021,U39,1.7,0,0.51,N+P+Fe,2.21
Salmon Trout,2021,U40,1.66,0,0.38,N+P+Fe,2.04
Salmon Trout,2021,U41,1.8,0,0.46,N+Fe+Zn,2.26
Salmon Trout,2021,U42,1.42,0,0.55,N+Fe+Zn,1.97
Salmon Trout,2021,U43,1.83,0,0.45,N+Fe+Zn,2.28
Salmon Trout,2021,U44,1.46,0,0.56,N+Fe+Zn,2.02
Salmon Trout,2021,U45,1.69,0,0.45,N+Fe+Zn,2.14
Salmon Trout,2021,U46,2.04,0,0.66,P+Fe+Mo,2.7
Salmon Trout,2021,U47,1.9,0,0.57,P+Fe+Mo,2.47
Salmon Trout,2021,U48,1.64,0,0.52,P+Fe+Mo,2.16
Salmon Trout,2021,U49,2.05,0,0.65,P+Fe+Mo,2.7
Salmon Trout,2021,U50,1.58,0,0.57,P+Fe+Mo,2.15
Salmon Trout,2021,U51,1.78,0,0.5,P+Fe+Ni,2.28
Salmon Trout,2021,U52,1.68,0,0.47,P+Fe+Ni,2.15
Salmon Trout,2021,U54,1.81,0,0.62,P+Fe+Ni,2.43
Salmon Trout,2021,U55,1.93,0.05,0.52,P+Fe+Ni,2.5
Shady,2021,FF01,0.85,0,0.16,Control,1.01
Shady,2021,FF02,1.03,0,0.16,Control,1.19
Shady,2021,FF03,0.89,0,0.16,Control,1.05
Shady,2021,FF04,1.08,0,0.12,Control,1.2
Shady,2021,FF05,0.61,0,0.11,Control,0.72
Shady,2021,FF06,0.68,0,0.12,Control,0.8
Shady,2021,FF07,0.71,0,0.09,Control,0.8
Shady,2021,FF08,0.51,0,0.06,Control,0.57
Shady,2021,FF09,1.49,0,0.27,N,1.76
Shady,2021,FF10,0.4,0.12,0.1,N,0.62
Shady,2021,FF11,2.94,0,0.47,N,3.41
Shady,2021,FF12,2.46,0,0.37,N,2.83
Shady,2021,FF13,1.7,0,0.45,N,2.15
Shady,2021,FF14,1.09,0,0.21,N,1.3
Shady,2021,FF15,1.77,0.02,0.3,N,2.09
Shady,2021,FF16,2.2,0.18,0.52,N,2.9
Shady,2021,FF17,0.87,0,0.07,P,0.94
Shady,2021,FF18,0.55,0,0.07,P,0.62
Shady,2021,FF19,0.84,0.02,0.14,P,1
Shady,2021,FF20,0.67,0.25,0.08,P,1
Shady,2021,FF21,0.7,0,0.12,P,0.82
Shady,2021,FF22,0.62,0,0.13,P,0.75
Shady,2021,FF23,0.69,0,0.12,P,0.81
Shady,2021,FF24,0.77,0,0.11,P,0.88
Shady,2021,FF25,1.23,0,0.28,N+P,1.51
Shady,2021,FF26,2.26,0,0.42,N+P,2.68
Shady,2021,FF27,1.94,0,0.37,N+P,2.31
Shady,2021,FF28,3.33,0,0.85,N+P,4.18
Shady,2021,FF29,1.32,0,0.28,N+P,1.6
Shady,2021,FF31,2.68,0,0.57,N+P,3.25
Shady,2021,FF32,1.18,0,0.39,N+P,1.57
Shady,2021,FF33,1.04,0,0.13,Zn+Co,1.17
Shady,2021,FF34,0.68,0,0.09,Zn+Co,0.77
Shady,2021,FF35,0.84,0,0.07,Zn+Co,0.91
Shady,2021,FF36,0.74,0,0.12,Zn+Co,0.86
Shady,2021,FF37,1.02,0,0.12,Zn+Co,1.14
Shady,2021,FF38,0.64,0,0.09,Zn+Co,0.73
Shady,2021,FF39,0.55,0,0.07,Zn+Co,0.62
Shady,2021,FF40,0.59,0,0.08,Zn+Co,0.67
Shady,2021,FF41,0.63,0,0.08,Fe,0.71
Shady,2021,FF42,1.04,0,0.12,Fe,1.16
Shady,2021,FF43,0.71,0,0.14,Fe,0.85
Shady,2021,FF44,0.83,0,0.22,Fe,1.05
Shady,2021,FF45,0.78,0,0.1,Fe,0.88
Shady,2021,FF46,0.93,0.03,0.11,Fe,1.07
Shady,2021,FF47,0.68,0.06,0.06,Fe,0.8
Shady,2021,FF48,0.67,0.01,0.08,Fe,0.76
Shady,2021,FF49,0.69,0,0.11,P+Fe,0.8
Shady,2021,FF50,0.35,0.14,0.05,P+Fe,0.54
Shady,2021,FF51,0.84,0,0.11,P+Fe,0.95
Shady,2021,FF52,1.14,0,0.07,P+Fe,1.21
Shady,2021,FF53,0.86,0,0.1,P+Fe,0.96
Shady,2021,FF54,0.68,0,0.08,P+Fe,0.76
Shady,2021,FF55,0.83,0,0.13,P+Fe,0.96
Shady,2021,FF56,0.67,0,0.08,P+Fe,0.75
Shady,2021,FF57,1.76,0,0.42,N+P+Fe,2.18
Shady,2021,FF59,1.45,0,0.27,N+P+Fe,1.72
Shady,2021,FF60,2.55,0,0.36,N+P+Fe,2.91
Shady,2021,FF61,2.13,0,0.49,N+P+Fe,2.62
Shady,2021,FF62,2,0,0.47,N+P+Fe,2.47
Shady,2021,FF63,0.8,0.01,0.19,N+P+Fe,1
Shady,2021,FF64,1.3,0,0.25,N+P+Fe,1.55
Shady,2021,FF65,0.64,0,0.2,N+Fe+Zn,0.84
Shady,2021,FF66,1.28,0,0.38,N+Fe+Zn,1.66
Shady,2021,FF67,1.81,0,0.49,N+Fe+Zn,2.3
Shady,2021,FF68,2.82,0,0.34,N+Fe+Zn,3.16
Shady,2021,FF69,3.66,0,0.93,N+Fe+Zn,4.59
Shady,2021,FF70,2.36,0,0.29,N+Fe+Zn,2.65
Shady,2021,FF71,0.89,0,0.21,N+Fe+Zn,1.1
Shady,2021,FF72,1.88,0,0.27,N+Fe+Zn,2.15
Shady,2021,FF73,0.92,0.19,0.1,P+Fe+Mo,1.21
Shady,2021,FF74,1.1,0.01,0.09,P+Fe+Mo,1.2
Shady,2021,FF75,1.75,0,0.15,P+Fe+Mo,1.9
Shady,2021,FF76,0.88,0,0.09,P+Fe+Mo,0.97
Shady,2021,FF77,0.82,0.02,0.1,P+Fe+Mo,0.94
Shady,2021,FF78,0.82,0,0.08,P+Fe+Mo,0.9
Shady,2021,FF79,0.62,0,0.07,P+Fe+Mo,0.69
Shady,2021,FF80,0.92,0,0.16,P+Fe+Mo,1.08
Shady,2021,FF81,0.71,0,0.13,P+Fe+Ni,0.84
Shady,2021,FF82,0.84,0,0.07,P+Fe+Ni,0.91
Shady,2021,FF83,0.68,0,0.12,P+Fe+Ni,0.8
Shady,2021,FF84,1.2,0,0.07,P+Fe+Ni,1.27
Shady,2021,FF85,0.35,0,0.05,P+Fe+Ni,0.4
Shady,2021,FF86,0.67,0,0.07,P+Fe+Ni,0.74
Shady,2021,FF87,0.79,0,0.13,P+Fe+Ni,0.92
Shady,2021,FF88,0.56,0,0.14,P+Fe+Ni,0.7
TC5,2021,NN01,1.38,0,0.27,Control,1.65
TC5,2021,NN02,1.28,0.16,0.28,Control,1.72
TC5,2021,NN03,0.47,0,0.13,Control,0.6
TC5,2021,NN04,1.07,0.02,0.27,Control,1.36
